# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.049367408292591,3.064702734255682,0.010618689234469202,0,1.0,0.0648853343012053,0.0,0.0,-0.015984186322939947
 0.11114143555671065,2.055543617535325,3.0647038788992824,0.010618689234469202,0.11114143555671065,1.0,0.0648853343012053,-0.0017765054141374859,0.49870259647697707,-0.11572993558344061
 0.15719033107148883,2.0617218072164114,3.0647075001886264,0.03358339299258611,0.15719033107148883,1.0,0.07218923070237818,-0.0071057411257513525,0.7231473176100581,-0.2512906063825259
 0.19253237822892333,2.0679017621662727,3.0647138791615296,0.05914089959333304,0.19253237822892333,1.0,0.07949266467432287,-0.015986865586742893,0.944651839837126,-0.4171664247318164
 0.22233250125142207,2.074083267215332,3.0647232968558065,0.08729164063390916,0.22233250125142207,1.0,0.08679789381459185,-0.02841847636460698,1.170860155748836,-0.6085717477362409
 0.24859092362926935,2.0802661071940114,3.064736034309272,0.11803658114895416,0.24859092362926935,1.0,0.09410716626169438,-0.04439861036388992,1.4042688037297253,-0.8224180314343007
 0.2723332700102733,2.0864500669327355,3.064752372559741,0.15137721749914335,0.2723332700102733,1.0,0.1014227204684077,-0.06392474413618648,1.6458760864564492,-1.0564978517014565
 0.2941686671246926,2.092634931261926,3.064772592645029,0.1873155754480462,0.2941686671246926,1.0,0.10874678685556245,-0.08699379427861864,1.8960986834597853,-1.309128107102797
 0.3144938923625906,2.0988204850120056,3.06479697560295,0.22585420826264826,0.3144938923625906,1.0,0.11608158772849822,-0.11360211792074609,2.155093859093844,-1.5789671663677556
 0.3335844700649799,2.105006513013399,3.0648258024713195,0.2669961950356212,0.3335844700649799,1.0,0.12342933902626423,-0.1437455132998111,2.4228949452904844,-1.8649102687138135
 0.35164094585867084,2.1111928000965277,3.064859354287952,0.31074513896591505,0.35164094585867084,1.0,0.13079225048680876,-0.1774192204242478,2.699475085256166,-2.166024791222029
 0.3688146649923811,2.1173791310918144,3.0648979120906628,0.35710516588855296,0.3688146649923811,1.0,0.1381725260872905,-0.21461792182534828,2.9847795340990686,-2.4815077543863664
 0.38522316563059755,2.123565290829683,3.064941756917267,0.40608092277875296,0.3852231656305976,1.0000000000000033,0.14557236626850126,-0.2553357433969361,3.278742875015935,-2.810656615794459
 0.4009598841174736,2.129751064140556,3.0649911698055785,0.4576775763937293,0.40095988411747363,1.0,0.152993966736392,-0.29956625532296915,3.5812984795452496,-3.152848444736904
 0.41610054774486666,2.135936235854856,3.0650464317934136,0.5119008120218181,0.4161005477448667,1.0,0.1604395204234748,-0.34730247309288004,3.8923837690440015,-3.5075246182538478
 0.43070754016481716,2.1421205908030077,3.065107823918586,0.5687568322317823,0.43070754016481716,0.9999999999999962,0.1679112184863149,-0.3985368586045038,4.211943134184268,-3.874179287853578
 0.44483297388480925,2.148303913815431,3.0651756272189115,0.6282523558060779,0.44483297388480925,1.0,0.17541124894504687,-0.45326132135444563,4.539929479121569,-4.252350500077386
 0.45852090914794,2.154485989722552,3.065250122732204,0.690394616615473,0.45852090914794,1.0,0.18294179973128769,-0.5114672197156467,4.876304982167003,-4.641613233485869
 0.47180899229571394,2.1606666033547923,3.06533159149628,0.7551913626724123,0.47180899229571394,1.0,0.1905050573765917,-0.5731453623020146,5.221041365121243,-5.041573850436231
 0.4847296890960171,2.1668455395425745,3.065420314548953,0.8226508551329847,0.48472968909601716,1.0000000000000042,0.19810320886709742,-0.6382860094198382,5.574119894363354,-5.451865613697187
 0.4973112290763187,2.1730225831163215,3.0655165729280385,0.8927818674389117,0.4973112290763188,1.0000000000000044,0.20573844156456,-0.7068788746058008,5.935531205086448,-5.872145018147641
 0.5095783395483724,2.179197518906457,3.0656206476713512,0.9655936844420293,0.5095783395483725,1.0,0.2134129430429203,-0.7789131262513377,6.305275036489565,-6.302088755825821
 0.5215528238797729,2.1853701317434036,3.065732819816706,1.041096101571644,0.521552823879773,1.0,0.22112890339105612,-0.8543773893130691,6.683359918354122,-6.7413911797099635
 0.5332540225927911,2.191540206457584,3.065853370401918,1.119299424046927,0.5332540225927912,1.0,0.22888851360408796,-0.9332597471090437,7.069802833279471,-7.189762164994687
 0.5446991850617433,2.197707527879422,3.0659825804648024,1.2002144660972691,0.5446991850617434,1.0,0.2366939669248452,-1.0155477432005335,7.464628873425779,-7.646925290570613
 0.5559037721216122,2.203871880839339,3.0661207310431737,1.2838525501791798,0.5559037721216123,1.0,0.244547459346396,-1.1012283833590455,7.867870905422084,-8.112616281015578
 0.5668817046620208,2.21003305016776,3.0662681031748464,1.3702255062155466,0.5668817046620209,1.0,0.2524511894458451,-1.1902881376182548,8.279569245584545,-8.586581662414886
 0.5776455695416687,2.216190820695106,3.0664249778976362,1.4593456708367067,0.5776455695416688,1.0,0.26040735882070193,-1.2827129424105508,8.699771343513984,-9.06857759510734
 0.5882067914502682,2.2223449772518014,3.066591636249358,1.5512258865496331,0.5882067914502684,1.0000000000000104,0.26841817211667857,-1.3784882027878333,9.128531492407948,-9.558368853947703
 0.5985757773570493,2.228495304668268,3.066768359267826,1.645879500944018,0.5985757773570495,1.0,0.27648583747482725,-1.477598794726232,9.565910548720117,-10.055727932367361
 0.6087620387074991,2.23464158777493,3.0669554279908557,1.7433203658483063,0.6087620387074993,1.0,0.2846125666842173,-1.5800290675143447,10.011975663208647,-10.56043425102628
